id_inscripcion,curso,edad,provincia,nivel_educativo,trabaja,horas_trabajo_semanales,experiencia_previa,modalidad_pago,precio_pagado_ars,precio_pagado_usd,dispositivo_principal,hora_inscripcion,logins_semana_1,logins_semana_2,segundos_video_vistos,mensajes_foro,entregas_a_tiempo,nota_primera_entrega,dias_desde_ultimo_login,logins_semana_6,encuesta_salida_completada,abandono
L01581,Marketing Digital,48,CABA,Secundario,Si,41.0,Si,Cuotas,331000,275.3,Computadora,20,5,2,167602,1,1,7.3,6,2,No,0
L02744,Programacion Web,32,Buenos Aires,Universitario,No,0.0,Si,Pago unico,423000,367.7,Celular,16,2,5,149049,2,2,6.4,0,12,No,0
L02991,Programacion Web,39,Buenos Aires,Posgrado,No,0.0,No,Pago unico,419000,350.2,Computadora,14,1,1,0,0,1,,8,0,Si,1
L01356,Python Inicial,47,CABA,Universitario,No,0.0,No,Pago unico,226000,195.9,Celular,20,3,0,0,0,1,,11,0,Si,1
L01248,Data Analytics,19,Buenos Aires,Universitario,No,0.0,No,Cuotas,420000,344.3,Tablet,7,7,5,140895,1,2,8.1,1,2,No,0
L01036,Python Inicial,17,CABA,Universitario,Si,43.0,No,Pago unico,222000,185.3,Tablet,8,0,1,58870,2,1,5.7,3,2,No,0
L01825,Data Analytics,27,CABA,Universitario,No,0.0,No,Cuotas,478000,410.9,Computadora,21,2,5,76575,0,1,7.1,4,1,No,0
L01749,Producto Digital,19,Santa Fe,Posgrado,No,0.0,Si,Pago unico,338000,272.4,Celular,7,6,4,165590,2,1,6.8,2,5,No,0
L00084,Data Analytics,22,Mendoza,Terciario,Si,26.0,Si,Cuotas,444000,385.6,Celular,12,6,5,153655,7,2,10.0,3,10,No,0
L01781,Data Analytics,17,CABA,Universitario,Si,30.0,No,Cuotas,481000,414.0,Tablet,8,3,4,47773,2,2,5.2,2,1,No,0
L00917,Data Analytics,22,Mendoza,Universitario,No,0.0,No,Cuotas,459000,387.0,Computadora,13,5,2,178974,2,2,5.9,0,1,No,0
L02957,UX/UI,19,Cordoba,Terciario,Si,46.0,No,Cuotas,409000,341.8,Computadora,1,2,2,45993,0,0,,0,3,No,0
L02191,Marketing Digital,42,Otra,Universitario,Si,49.0,Si,Cuotas,316000,263.9,Computadora,20,3,4,130756,2,2,,7,3,No,0
L01286,UX/UI,25,Santa Fe,Secundario,No,0.0,No,Cuotas,442000,357.6,Computadora,5,4,1,101295,2,0,,3,4,No,0
L02327,Data Analytics,20,CABA,Terciario,No,0.0,Si,Pago unico,384000,322.6,Computadora,2,3,2,57793,0,1,6.9,2,2,No,0
L02429,Data Analytics,17,CABA,Universitario,No,0.0,No,Cuotas,462000,382.2,Computadora,2,1,6,160472,1,2,,0,0,Si,1
L01091,Producto Digital,44,Santa Fe,Secundario,Si,30.0,Si,Cuotas,371000,317.5,Computadora,14,3,2,5581,1,1,2.6,0,3,No,0
L02596,Producto Digital,26,Santa Fe,Universitario,Si,47.0,Si,Cuotas,403000,346.5,Computadora,17,5,8,104144,2,1,8.3,5,4,No,0
L00539,Python Inicial,24,Buenos Aires,Universitario,No,0.0,Si,Cuotas,272000,231.1,Computadora,0,6,2,156976,3,2,6.4,3,2,No,0
L02700,Data Analytics,18,Buenos Aires,Universitario,Si,33.0,No,Cuotas,470000,379.8,Celular,19,4,8,104020,4,2,6.0,1,4,No,0
L00145,Producto Digital,22,Otra,Terciario,No,0.0,No,Cuotas,375000,306.0,Computadora,5,3,4,120811,1,2,9.9,5,3,No,0
L02816,Programacion Web,26,CABA,Terciario,No,0.0,No,Pago unico,447000,371.7,Computadora,7,1,4,0,0,0,5.9,4,1,No,0
L00665,Producto Digital,41,Santa Fe,Universitario,Si,37.0,No,Pago unico,318000,267.8,Computadora,0,6,4,113877,2,1,8.4,1,5,No,0
L01083,UX/UI,30,Buenos Aires,Secundario,No,0.0,No,Cuotas,442000,383.5,Computadora,9,4,10,218462,1,2,9.3,1,8,No,0
L02922,Data Analytics,26,Buenos Aires,Secundario,Si,40.0,No,Cuotas,470000,393.7,Celular,21,7,2,37466,1,2,7.7,3,3,No,0
L02178,Producto Digital,45,Santa Fe,Secundario,No,0.0,No,Beca,103000,85.1,Computadora,13,1,3,144556,3,2,8.4,0,2,No,0
L02515,Data Analytics,21,Buenos Aires,Secundario,No,0.0,Si,Cuotas,468000,376.2,Computadora,2,4,1,133387,0,2,,1,3,No,0
L01464,Programacion Web,37,Mendoza,Universitario,Si,36.0,Si,Pago unico,454000,388.7,Computadora,19,5,7,226373,2,1,6.2,4,4,No,0
L01432,Producto Digital,41,CABA,Terciario,Si,27.0,No,Cuotas,395000,338.3,Computadora,9,6,5,142409,4,2,8.7,0,9,No,0
L02354,Python Inicial,27,Cordoba,Universitario,No,0.0,No,Cuotas,266000,214.4,Computadora,9,3,0,0,0,2,,3,2,No,0
L03129,Python Inicial,34,Buenos Aires,Universitario,Si,37.0,No,Cuotas,266000,213.7,Tablet,6,3,3,36299,3,2,,1,1,No,0
L02954,Data Analytics,35,CABA,Universitario,No,0.0,No,Cuotas,433000,356.2,Computadora,0,4,3,23246,1,1,,4,1,No,0
L00461,Python Inicial,18,CABA,Universitario,Si,36.0,No,Cuotas,261000,211.1,Tablet,8,4,4,115110,0,2,6.1,2,1,No,0
L02671,Programacion Web,18,CABA,Universitario,No,0.0,No,Beca,32000,26.0,Celular,0,7,6,113332,3,2,7.3,0,5,No,0
L02812,Python Inicial,33,Otra,Universitario,Si,44.0,No,Beca,36000,31.2,Celular,10,5,0,21326,2,0,,7,0,Si,1
L00199,programacion web,48,Buenos Aires,Posgrado,Si,,No,Pago unico,447000,385.8,Celular,1,3,1,60303,1,2,3.6,1,2,No,0
L02893,Python Inicial,20,Santa Fe,Universitario,Si,33.0,No,Beca,55000,44.9,Computadora,21,5,4,99475,1,2,3.4,6,0,Si,1
L00849,Python Inicial,30,CABA,Universitario,No,0.0,No,Pago unico,235000,188.4,Computadora,6,5,4,73520,0,1,5.5,11,3,No,0
L02004,Producto Digital,23,CABA,Posgrado,No,0.0,No,Pago unico,307000,256.2,Computadora,8,1,2,56198,0,0,4.9,10,0,Si,1
L02588,Producto Digital,21,Buenos Aires,Terciario,No,0.0,No,Cuotas,394000,323.4,Computadora,19,6,12,135487,0,2,,2,0,Si,1
L00678,Programación Web,41,Buenos Aires,Universitario,Si,33.0,No,Pago unico,441000,373.1,Celular,3,1,2,41584,0,0,,5,0,No,1
L02580,Marketing Digital,32,Buenos Aires,Terciario,Si,39.0,Si,Cuotas,323000,280.5,Celular,21,3,2,64183,0,1,5.8,3,0,No,0
L02803,UX/UI,46,CABA,Terciario,Si,54.0,No,Pago unico,346000,288.7,Computadora,11,4,7,89980,2,2,10.0,3,7,No,0
L01702,Programacion Web,37,Buenos Aires,Terciario,Si,47.0,No,Pago unico,438000,377.3,Computadora,21,3,4,91653,0,2,6.0,6,4,No,0
L01200,Data Analytics,51,Santa Fe,Universitario,Si,50.0,No,Cuotas,459000,395.9,Computadora,8,6,2,33745,1,1,,8,1,No,1
L02586,Programacion Web,39,CABA,Universitario,Si,47.0,Si,Cuotas,519000,430.8,Celular,19,3,4,114733,0,2,6.0,0,3,No,0
L02747,Marketing Digital,22,CABA,Terciario,No,0.0,No,Beca,53000,43.1,Computadora,14,2,4,100261,1,1,7.7,1,5,No,0
L00436,Data Analytics,22,CABA,Universitario,No,0.0,Si,Cuotas,449000,360.2,Computadora,21,4,0,84204,0,2,,11,2,No,0
L01532,producto digital,31,CABA,Universitario,No,0.0,No,Cuotas,397000,319.6,Computadora,7,3,4,116236,1,1,6.9,0,7,No,0
L00301,Python Inicial,33,Otra,Posgrado,Si,50.0,No,Cuotas,266000,219.9,Celular,12,2,3,0,0,0,,2,0,Si,1
L00293,Producto Digital,35,CABA,Secundario,Si,54.0,Si,Cuotas,412000,342.0,Computadora,0,2,4,77882,1,2,2.6,5,2,No,0
L02760,UX/UI,22,CABA,Universitario,Si,38.0,No,Cuotas,396000,339.2,Computadora,7,2,6,183336,6,2,8.7,1,9,No,0
L01616,Mkt Digital,34,CABA,Universitario,Si,25.0,No,Beca,16000,13.7,Computadora,16,5,2,94580,2,1,4.5,3,1,No,0
L00788,Producto Digital,31,Buenos Aires,Terciario,No,0.0,No,Pago unico,338000,291.8,Computadora,17,6,2,84655,1,0,,14,0,No,0
L02277,Programacion Web,23,Santa Fe,Posgrado,No,0.0,Si,Beca,57000,46.8,Celular,3,3,3,99550,2,1,,0,4,No,0
L00756,Data Analytics,22,CABA,Secundario,No,0.0,No,Cuotas,470000,397.7,Celular,19,4,1,150793,1,2,9.8,0,7,No,0
L01799,Programacion Web,17,Buenos Aires,Secundario,Si,38.0,No,Pago unico,429000,355.9,Computadora,4,9,4,103102,4,2,,0,3,No,0
L00977,producto digital,37,CABA,Universitario,Si,37.0,No,Cuotas,400000,347.8,Tablet,17,0,1,16244,0,0,6.6,6,0,Si,1
L01927,Marketing Digital,20,Otra,Secundario,No,0.0,No,Beca,54000,45.1,Celular,0,5,0,46518,0,0,6.4,2,0,Si,1
L03137,Programacion Web,33,Cordoba,Terciario,Si,30.0,No,Beca,82000,69.2,Computadora,15,5,4,97137,0,1,,7,1,No,0
L02524,Marketing Digital,31,Buenos Aires,Terciario,Si,39.0,No,Pago unico,292000,252.1,Computadora,12,6,9,172992,3,2,7.0,0,7,No,0
L00427,Programacion Web,36,Santa Fe,Universitario,Si,28.0,No,Pago unico,426000,364.3,Computadora,5,5,5,158820,4,1,7.5,0,1,No,0
L00891,UX-UI,44,CABA,Universitario,Si,17.0,No,Pago unico,350000,302.2,Computadora,13,4,2,68338,1,2,6.1,3,3,No,0
L00309,UX/UI,40,CABA,Terciario,Si,31.0,No,Cuotas,420000,338.5,Computadora,14,6,5,115866,2,2,6.5,1,8,No,0
L02704,UX/UI,25,CABA,Universitario,No,0.0,No,Pago unico,361000,293.1,Computadora,20,4,5,100296,2,2,5.2,1,2,No,0
L01469,Producto Digital,36,Otra,Universitario,Si,40.0,No,Cuotas,403000,332.2,Celular,4,5,4,154724,0,2,6.2,2,4,No,0
L01000,UX/UI,23,Otra,Posgrado,No,0.0,No,Cuotas,419000,360.5,Computadora,18,2,6,103297,2,2,8.5,1,4,No,0
L02566,Programacion Web,55,Santa Fe,Universitario,Si,39.0,Si,Cuotas,525000,422.5,Celular,4,4,3,58185,2,1,6.1,2,2,No,0
L02160,Python Inicial,17,Buenos Aires,Terciario,No,0.0,Si,Cuotas,282000,242.0,Celular,0,4,4,180783,0,2,10.0,0,6,No,0
L00232,Data Analytics,48,CABA,Universitario,No,0.0,No,Beca,115000,98.4,Computadora,16,2,0,9495,1,1,,14,0,Si,1
L01230,Data Analytics,23,CABA,Posgrado,No,0.0,No,Pago unico,371000,319.7,Computadora,10,5,3,100723,0,2,9.8,1,4,No,0
L00781,Marketing Digital,36,Otra,Terciario,No,0.0,No,Cuotas,348000,301.3,Celular,20,6,6,78647,3,1,6.0,0,7,No,0
L01327,Data Analytics,38,Cordoba,Secundario,Si,42.0,Si,Beca,94000,78.9,Celular,9,3,3,80704,1,1,4.5,1,8,No,0
L02448,Data Analytics,24,CABA,Universitario,Si,46.0,No,Pago unico,367000,314.0,Computadora,7,5,1,122553,0,2,7.0,9,3,No,0
L03103,Python Inicial,26,CABA,Universitario,No,0.0,No,Pago unico,240000,195.4,Computadora,7,3,3,76933,4,1,,1,1,No,0
L01836,UX / UI,32,CABA,Universitario,No,0.0,No,Beca,2000,1.7,Computadora,1,1,3,116369,0,0,5.7,5,2,No,0
L01492,UX/UI,31,CABA,Terciario,No,0.0,No,Cuotas,433000,360.1,Celular,19,5,3,66757,0,1,5.7,2,6,No,0
L03004,Programacion Web,28,Buenos Aires,Universitario,No,0.0,Si,Cuotas,549000,455.7,Computadora,16,7,1,84065,1,2,6.7,1,4,No,0
L01454,Data Analytics,31,Buenos Aires,Secundario,No,0.0,Si,Cuotas,474000,402.0,Computadora,9,1,0,0,0,0,7.1,4,2,No,0
L00371,Programacion Web,38,CABA,Secundario,Si,22.0,No,Pago unico,444000,368.6,Computadora,18,5,2,46168,3,0,7.5,2,5,No,0
L01156,Data Analytics,28,Buenos Aires,Terciario,No,0.0,No,Pago unico,370000,306.9,Computadora,11,6,4,110178,2,1,6.2,4,9,No,0
L01707,Marketing Digital,42,Mendoza,Terciario,Si,52.0,No,Cuotas,350000,292.0,Computadora,17,3,0,53233,1,2,5.8,2,4,No,0
L02129,Data Analytics,17,CABA,Universitario,No,0.0,No,Pago unico,374000,303.1,Celular,13,9,4,102969,2,2,,0,3,No,0
L01478,Python Inicial,19,Cordoba,Universitario,No,0.0,No,Pago unico,232000,197.4,Celular,6,2,1,14783,3,0,,11,1,Si,1
L01697,Producto Digital,30,Buenos Aires,Terciario,No,0.0,Si,Pago unico,312000,257.6,Celular,17,7,4,115755,5,2,8.7,0,3,No,0
L02180,Programacion Web,62,CABA,Terciario,Si,34.0,No,Cuotas,523000,438.8,Computadora,14,8,5,157772,2,1,6.6,2,4,No,0
L00846,Producto Digital,43,CABA,Terciario,Si,42.0,Si,Cuotas,384000,307.5,Computadora,4,6,3,102714,1,2,7.7,3,5,No,0
L00821,Programacion Web,23,Mendoza,Secundario,No,0.0,Si,Beca,89000,74.1,Computadora,1,7,1,82145,2,2,6.9,6,4,No,0
L02986,Data Analytics,44,Buenos Aires,Posgrado,Si,45.0,No,Beca,90000,72.3,Celular,12,3,2,75787,1,2,7.0,3,2,No,0
L01430,Producto Digital,53,Cordoba,Universitario,Si,37.0,No,Cuotas,362000,308.8,Tablet,13,1,2,62133,1,0,,3,0,No,0
L01125,Programacion Web,40,Buenos Aires,Posgrado,Si,38.0,No,Pago unico,428000,349.2,Celular,0,4,3,47118,0,0,,4,2,No,0
L02787,Producto Digital,31,Cordoba,Posgrado,No,0.0,Si,Beca,15000,12.8,Tablet,3,6,0,20385,2,1,7.0,2,5,No,0
L01718,UX/UI,17,Santa Fe,Posgrado,Si,51.0,Si,Pago unico,340000,277.5,Computadora,22,3,4,112109,2,2,5.4,1,3,No,0
L01868,UX/UI,27,Buenos Aires,Universitario,Si,22.0,Si,Pago unico,362000,307.0,Computadora,22,4,5,120155,3,2,6.1,2,3,No,0
L00307,UX/UI,32,Mendoza,Universitario,No,0.0,Si,Cuotas,437000,350.5,Computadora,8,4,5,149518,2,1,9.6,0,4,No,0
L02089,Data Analytics,24,Buenos Aires,Universitario,Si,30.0,No,Cuotas,466000,393.1,Computadora,11,6,12,204707,7,2,7.9,0,7,No,0
L00641,Python Inicial,34,CABA,Secundario,No,0.0,No,Cuotas,264000,222.8,Computadora,18,1,7,96415,1,1,6.8,2,4,No,0
L02971,Producto Digital,35,CABA,Posgrado,No,0.0,Si,Pago unico,308000,262.6,Computadora,23,2,1,102594,1,2,6.1,3,1,No,0
L00784,UX-UI,40,Buenos Aires,Secundario,Si,48.0,Si,Pago unico,364000,309.7,Celular,18,1,3,56069,0,1,7.6,1,2,No,0
L02133,Marketing Digital,37,Buenos Aires,Secundario,No,0.0,No,Pago unico,271000,228.6,Celular,16,4,4,153016,1,2,8.5,1,0,Si,1
L01006,Data Analytics,28,Otra,Secundario,No,0.0,No,Pago unico,374000,320.1,Computadora,3,5,2,93829,1,0,,10,0,No,1
L00399,Mkt Digital,17,Santa Fe,Terciario,No,0.0,No,Cuotas,332000,285.1,Computadora,20,3,2,126664,0,1,7.5,2,9,No,0
L01939,Python Inicial,34,Buenos Aires,Secundario,Si,,No,Beca,67000,57.9,Computadora,13,3,3,60234,1,2,,5,0,Si,1
L02684,Producto Digital,55,Otra,Universitario,Si,52.0,No,Beca,72000,60.3,Computadora,18,4,1,20531,3,0,,1,0,Si,1
L02655,Programacion Web,17,CABA,Secundario,No,0.0,No,Cuotas,539000,445.5,Computadora,5,4,0,13903,2,0,6.0,0,0,Si,1
L02333,Python Inicial,42,CABA,Universitario,Si,31.0,No,Beca,36000,30.0,Computadora,16,3,4,132754,1,2,,2,1,No,0
L01396,Marketing Digital,32,Cordoba,Universitario,Si,18.0,Si,Pago unico,282000,236.5,Computadora,19,9,4,162708,3,2,8.8,1,6,No,0
L01334,Marketing Digital,33,CABA,Posgrado,Si,40.0,Si,Beca,21000,17.0,Computadora,14,7,7,173074,2,2,6.7,0,4,No,0
L02480,Programacion Web,29,Cordoba,Secundario,No,0.0,Si,Beca,6000,5.0,Computadora,17,3,1,21038,1,0,,3,1,No,0
L02249,Data Analytics,17,CABA,Secundario,No,0.0,Si,Cuotas,433000,357.1,Celular,23,3,1,114178,2,2,7.4,1,5,No,0
L03131,Marketing Digital,31,Buenos Aires,Secundario,Si,36.0,Si,Cuotas,353000,284.7,Computadora,19,6,8,203392,3,2,9.5,1,7,No,0
L01737,Programacion Web,26,Otra,Universitario,Si,28.0,Si,Cuotas,552000,453.4,Celular,18,3,5,145799,0,1,5.1,0,3,No,0
L00131,Producto Digital,22,CABA,Posgrado,No,0.0,No,Pago unico,315000,271.4,Celular,13,3,2,22578,1,1,,4,0,No,0
L02417,UX/UI,17,Santa Fe,Universitario,No,0.0,Si,Beca,12000,10.0,Celular,2,1,2,23073,0,1,,5,0,Si,1
L01731,Data Analytics,18,CABA,Terciario,No,0.0,No,Pago unico,377000,311.4,Computadora,23,4,5,106728,2,0,5.8,5,4,No,0
L02128,Python Inicial,46,CABA,Universitario,Si,,No,Cuotas,264000,212.4,Computadora,1,3,2,71599,1,1,6.1,3,1,No,0
L02703,data analytics,17,CABA,Terciario,No,0.0,Si,Beca,56000,45.1,Celular,2,6,3,112645,1,2,5.6,2,7,No,0
L00938,Python Inicial,17,Santa Fe,Universitario,Si,35.0,No,Pago unico,242000,210.3,Computadora,2,6,11,194063,4,2,9.1,0,6,No,0
L00075,Producto Digital,19,Cordoba,Universitario,No,0.0,No,Pago unico,321000,264.8,Computadora,6,3,4,143653,4,1,5.4,8,5,No,0
L00947,Programacion Web,64,CABA,Universitario,Si,53.0,No,Pago unico,427000,368.4,Computadora,6,3,4,108164,4,0,8.9,2,6,No,0
L00968,Data Analytics,38,CABA,Universitario,Si,40.0,No,Cuotas,474000,402.6,Computadora,12,5,3,59578,1,1,4.9,6,6,No,0
L00023,Marketing Digital,21,Cordoba,Terciario,No,0.0,No,Cuotas,310000,263.2,Computadora,19,6,4,122097,1,2,6.3,2,4,No,0
L02431,Programacion Web,29,CABA,Terciario,Si,36.0,No,Cuotas,534000,444.9,Computadora,6,4,7,157453,3,1,7.6,3,2,No,0
L02013,Data Analytics,28,CABA,Universitario,No,0.0,No,Cuotas,473000,404.7,Computadora,11,4,4,93542,0,1,9.6,0,3,No,0
L01839,Marketing Digital,29,Santa Fe,Terciario,No,0.0,Si,Pago unico,284000,235.9,Celular,20,5,6,117461,3,2,9.6,0,8,No,0
L02712,Programacion Web,22,CABA,Universitario,No,0.0,No,Cuotas,529000,456.2,Celular,16,3,6,65251,0,0,6.0,1,2,No,0
L01267,Python Inicial,26,CABA,Terciario,No,0.0,No,Beca,28000,22.7,Computadora,19,6,3,142168,1,1,7.9,3,8,No,0
L00983,UX/UI,35,CABA,Universitario,Si,23.0,Si,Beca,2000,1.6,Computadora,3,4,4,151938,2,1,7.5,2,2,No,0
L01919,Programacion Web,48,CABA,Secundario,Si,45.0,No,Cuotas,540000,461.1,Computadora,8,3,2,0,0,1,,5,1,No,0
L00754,Programacion Web,18,Mendoza,Secundario,No,0.0,Si,Pago unico,448000,364.0,Celular,7,3,6,157593,0,1,6.9,1,2,No,0
L01331,Producto Digital,17,CABA,Universitario,No,0.0,Si,Cuotas,363000,293.3,Computadora,23,6,1,101115,1,0,7.3,4,0,No,1
L01855,Data Analytics,17,Buenos Aires,Secundario,No,0.0,No,Cuotas,475000,401.0,Computadora,21,5,7,70940,3,2,7.2,1,5,No,0
L02845,Marketing Digital,22,CABA,Universitario,No,0.0,No,Pago unico,279000,228.0,Computadora,7,4,2,28092,1,2,5.7,3,2,No,0
L02036,Programacion Web,41,Buenos Aires,Posgrado,Si,35.0,Si,Pago unico,444000,366.3,Computadora,7,2,5,100587,1,0,4.4,1,3,No,0
L02439,Data Analytics,46,Buenos Aires,Secundario,No,0.0,No,Pago unico,372000,310.6,Celular,10,1,5,79277,3,2,8.8,1,3,No,0
L00721,Python Inicial,39,Cordoba,Universitario,Si,33.0,No,Beca,73000,61.9,Computadora,19,3,5,2652,1,0,4.2,3,0,No,0
L01235,Programacion Web,24,CABA,Secundario,No,0.0,No,Pago unico,418000,360.6,Celular,11,4,4,112271,1,1,8.1,1,3,No,0
L03089,Data Analytics,18,Santa Fe,Secundario,No,0.0,Si,Cuotas,479000,402.1,Computadora,9,2,2,59873,1,1,8.2,1,1,No,0
L00260,UX / UI,19,CABA,Secundario,No,0.0,Si,Cuotas,431000,373.0,Computadora,14,5,8,107572,4,2,9.0,0,7,No,0
L00936,Marketing Digital,23,Buenos Aires,Secundario,Si,46.0,No,Cuotas,318000,261.8,Computadora,23,1,0,22187,0,1,,2,0,No,0
L01317,Data Analytics,18,Buenos Aires,Secundario,No,0.0,No,Beca,56000,46.6,Computadora,5,5,2,172031,1,2,6.9,3,1,No,0
L02459,Programacion Web,17,Buenos Aires,Secundario,No,0.0,No,Pago unico,434000,360.5,Computadora,7,3,1,17731,0,1,4.6,12,0,No,1
L00224,UX/UI,33,CABA,Terciario,Si,37.0,No,Pago unico,344000,282.1,Computadora,7,4,0,17576,1,1,,3,2,No,0
L01829,Programacion Web,27,Otra,Universitario,No,0.0,No,Cuotas,531000,427.9,Computadora,20,6,3,104016,1,2,8.2,5,3,No,0
L02832,Programacion Web,29,Buenos Aires,Terciario,Si,34.0,No,Cuotas,543000,457.7,Celular,15,0,2,0,1,0,7.2,0,3,No,0
L02920,UX/UI,29,Buenos Aires,Universitario,Si,40.0,Si,Pago unico,355000,298.2,Computadora,15,6,2,123831,1,1,7.5,5,5,No,0
L00550,Python Inicial,17,Otra,Terciario,No,0.0,No,Pago unico,235000,202.6,Celular,3,4,3,55379,1,0,,14,0,Si,1
L01268,Programacion Web,19,CABA,Secundario,No,0.0,Si,Cuotas,490000,425.9,Computadora,11,3,0,57707,2,1,,6,0,Si,1
L00156,Data Analytics,36,Buenos Aires,Terciario,Si,27.0,No,Pago unico,389000,330.4,Celular,12,1,0,0,0,0,,14,0,Si,1
L02240,Producto Digital,17,Buenos Aires,Universitario,No,0.0,No,Pago unico,322000,258.3,Celular,19,6,7,187348,5,2,10.0,0,4,No,0
L02474,Python inicial,25,Mendoza,Universitario,No,0.0,No,Cuotas,267000,224.2,Computadora,9,6,4,136663,3,0,7.5,5,0,No,0
L02288,Programacion Web,24,Otra,Universitario,Si,42.0,No,Cuotas,519000,426.3,Celular,0,3,2,116543,4,2,8.6,2,3,No,0
L02660,UX/UI,20,Santa Fe,Universitario,No,0.0,No,Beca,59000,48.0,Celular,12,7,3,121657,1,1,7.9,8,0,No,1
L00927,Data Analytics,19,CABA,Universitario,No,0.0,Si,Beca,95000,78.5,Celular,14,1,3,2664,0,0,4.0,7,0,Si,1
L01635,Data Analytics,20,CABA,Universitario,No,0.0,No,Cuotas,460000,378.4,Computadora,13,2,2,123966,1,2,4.9,6,2,No,0
L01279,Data Analytics,45,Buenos Aires,Terciario,No,0.0,No,Beca,24000,20.8,Celular,17,2,0,30357,0,1,,9,0,Si,1
L01758,UX/UI,17,CABA,Secundario,No,0.0,No,Beca,33000,27.8,Tablet,15,4,0,54374,0,1,8.8,11,0,Si,1
L02904,Data Analytics,23,Santa Fe,Terciario,No,0.0,Si,Pago unico,369000,313.5,Celular,3,6,7,12917,2,2,7.7,5,5,No,0
L02278,Producto Digital,36,Buenos Aires,Secundario,Si,36.0,No,Pago unico,310000,256.6,Celular,13,2,3,159258,2,1,9.8,3,5,No,0
L00272,Producto Digital,35,Otra,Universitario,Si,48.0,No,Pago unico,314000,264.7,Celular,23,4,0,6135,0,0,5.3,2,0,No,0
L00482,Programacion Web,35,CABA,Secundario,Si,40.0,No,Cuotas,530000,433.2,Computadora,14,11,0,77682,0,2,5.6,0,2,No,0
L00314,Producto Digital,21,CABA,Universitario,No,0.0,Si,Cuotas,381000,307.3,Celular,5,5,5,135160,4,2,8.4,1,8,No,0
L02428,Python Inicial,23,Buenos Aires,Secundario,Si,35.0,No,Cuotas,267000,228.4,Tablet,5,5,4,92466,0,2,8.7,1,3,No,0
L01493,Python Inicial,32,Otra,Terciario,Si,40.0,No,Cuotas,265000,229.8,Computadora,22,1,2,46922,0,2,,0,2,No,0
L01283,Python Inicial,48,Cordoba,Terciario,Si,37.0,No,Cuotas,267000,220.0,Computadora,8,4,7,143763,6,2,6.1,1,4,No,0
L00076,Marketing Digital,64,CABA,Secundario,Si,36.0,No,Cuotas,323000,266.7,Tablet,4,2,2,161825,1,2,7.5,2,4,No,0
L02313,UX/UI,17,Santa Fe,Universitario,Si,47.0,No,Cuotas,432000,352.9,Computadora,8,3,5,136009,3,2,7.4,1,3,No,0
L01378,Python Inicial,17,Buenos Aires,Universitario,No,0.0,Si,Pago unico,232000,193.9,Tablet,4,3,3,84757,2,1,,11,0,Si,1
L02656,Marketing Digital,35,Cordoba,Universitario,Si,42.0,No,Cuotas,312000,252.5,Computadora,8,5,2,28817,0,0,9.1,6,2,No,0
L03174,UX/UI,28,Santa Fe,Universitario,No,0.0,Si,Pago unico,336000,281.4,Computadora,22,10,6,178334,7,2,6.6,1,6,No,0
L01038,Data Analytics,20,Cordoba,Posgrado,No,0.0,Si,Pago unico,362000,298.4,Computadora,14,3,6,155382,1,1,10.0,2,2,No,0
L02740,UX/UI,35,Buenos Aires,Universitario,No,0.0,No,Cuotas,410000,354.1,Celular,17,2,3,106204,1,2,7.1,10,0,Si,1
L01871,producto digital,25,Cordoba,Universitario,Si,31.0,Si,Beca,16000,13.1,Celular,23,3,1,25072,3,1,10.0,1,4,No,0
L01708,Programacion Web,34,Buenos Aires,Secundario,Si,28.0,Si,Beca,36000,31.1,Computadora,5,6,4,179814,2,2,8.2,1,5,No,0
L01551,Programacion Web,36,Otra,Universitario,No,0.0,No,Pago unico,426000,347.7,Computadora,9,2,3,9703,0,1,,7,1,Si,1
L02244,Producto Digital,32,CABA,Secundario,Si,28.0,Si,Pago unico,341000,285.2,Computadora,18,6,0,45254,1,0,9.0,3,2,No,0
L02025,Marketing Digital,17,Otra,Terciario,No,0.0,No,Cuotas,355000,288.0,Celular,9,3,2,64108,0,0,5.4,2,2,No,0
L02830,UX/UI,41,Buenos Aires,Terciario,No,0.0,No,Cuotas,419000,343.5,Computadora,18,9,3,150901,1,1,6.4,1,5,No,0
L03080,Data Analytics,23,Buenos Aires,Universitario,No,0.0,Si,Pago unico,385000,326.1,Computadora,22,7,7,97240,3,2,6.5,3,8,No,0
L03033,Programacion Web,38,Otra,Universitario,Si,33.0,Si,Cuotas,537000,431.3,Celular,21,4,3,98512,2,0,9.0,1,1,No,0
L01572,Producto Digital,42,Santa Fe,Secundario,Si,51.0,Si,Cuotas,399000,324.0,Computadora,11,8,4,76636,2,0,5.5,0,4,No,0
L02184,Data Analytics,48,CABA,Secundario,Si,18.0,Si,Pago unico,358000,298.5,Computadora,21,3,8,146428,1,2,6.3,1,4,No,0
L02576,Programacion Web,24,CABA,Terciario,Si,27.0,No,Cuotas,539000,454.3,Computadora,8,5,5,176349,5,2,8.8,1,4,No,0
L00845,Marketing Digital,21,Cordoba,Terciario,No,0.0,No,Pago unico,294000,251.4,Computadora,17,8,8,155745,3,2,7.6,0,2,No,0
L01976,Producto Digital,47,Otra,Terciario,Si,47.0,No,Beca,20000,17.2,Computadora,19,2,2,81308,2,1,6.2,1,3,No,0
L00454,Marketing Digital,41,CABA,Secundario,Si,27.0,No,Beca,84000,68.7,Computadora,1,3,1,85137,1,1,7.8,5,0,Si,1
