id_publicacion,genero_musical,oyentes_mensuales_spotify,capacidad_venue,tipo_venue,sector,precio_original,precio_original_con_cargos,dias_hasta_el_show,dia_semana_show,show_agotado_en_preventa,vendedor_verificado,cantidad_entradas_publicadas,cantidad_fotos_publicacion,precio_publicado,se_vendio,comision_plataforma,precio_reventa
P00981,Electronica,39603335,45000,Estadio,Platea Alta,41000,48600,7,Lunes,No,No,2.0,2.0,92000,1,14000.0,92000.0
P00620,Indie,236803,1100,Club,General,23000,28300,12,Viernes,No,Si,2.0,7.0,39000,1,6000.0,39000.0
P01003,Rock nacional,3232541,15000,Arena,Palco,152000,176700,60,Viernes,No,Si,2.0,2.0,180000,1,27000.0,180000.0
P00213,Trap,342034,3300,Teatro,General,25000,29400,1,Domingo,No,Si,,4.0,22000,1,3000.0,22000.0
P00963,Pop internacional,51871,1100,Club,Campo,40000,49200,23,Viernes,No,Si,1.0,2.0,77000,1,12000.0,77000.0
P00059,Trap,50000,1100,Club,General,20000,23100,3,Sabado,Si,Si,1.0,8.0,35000,1,5000.0,35000.0
P00254,Electronica,29972921,45000,Estadio,platea baja,75000,87900,1,Lunes,No,No,2.0,7.0,65000,1,10000.0,65000.0
P00102,Cumbia,325761,1500,Club,General,24000,29800,4,Lunes,No,Si,1.0,8.0,26000,1,4000.0,26000.0
P00689,Rock nacional,1916516,8400,Arena,Platea Alta,42000,50400,13,Jueves,Si,Si,2.0,7.0,97000,1,15000.0,97000.0
P00160,Rock nacional,6908044,15000,Arena,Platea Alta,45000,54500,17,Viernes,Si,No,2.0,,93000,1,14000.0,93000.0
P00543,Rock nacional,15520609,15000,Arena,Campo,58000,67300,4,Viernes,Si,Si,3.0,6.0,128000,1,19000.0,128000.0
P00293,Rock nacional,20517732,45000,Estadio,Campo,62000,72400,16,Sabado,Si,Si,2.0,2.0,201000,1,30000.0,201000.0
P00798,Pop internacional,7727744,25000,Estadio,Platea Baja,65000,76000,25,Jueves,No,No,4.0,8.0,109000,1,16000.0,109000.0
P00237,Indie,240236,3300,Teatro,Platea Baja,47000,57900,8,Jueves,No,Si,1.0,1.0,70000,1,10000.0,70000.0
P00562,Pop internacional,1586067,3300,Teatro,General,21000,25200,33,Domingo,Si,Si,1.0,8.0,39000,1,6000.0,39000.0
P00611,Trap,27507719,45000,Estadio,Palco,160000,194000,5,Viernes,Si,No,4.0,1.0,294000,1,44000.0,294000.0
P00925,Trap,644486,8400,Arena,Campo,49000,56900,4,Domingo,Si,Si,1.0,6.0,94000,1,14000.0,94000.0
P00335,Trap,1854125,15000,Arena,CAMPO,56000,68900,6,Lunes,No,Si,2.0,,99000,1,15000.0,99000.0
P00051,Trap,3731857,15000,Arena,PLATEA BAJA,63000,76100,18,Jueves,No,No,1.0,4.0,140000,1,21000.0,140000.0
P01376,Pop internacional,19261180,25000,Estadio,Platea Alta,44000,53200,9,Jueves,No,Si,,7.0,81000,1,12000.0,81000.0
P01012,Pop internacional,299043,3300,Teatro,Palco,138000,162400,24,Martes,No,Si,1.0,2.0,255000,1,38000.0,255000.0
P00033,Pop internacional,24997326,25000,Estadio,PLATEA BAJA,69000,79900,22,Sabado,No,No,3.0,2.0,115000,1,17000.0,115000.0
P00433,Cumbia,167317,1100,Club,General,22000,26200,9,Jueves,No,Si,2.0,7.0,30000,1,4000.0,30000.0
P00806,Trap,377675,5000,Arena,Campo,48000,58300,10,Jueves,Si,No,2.0,4.0,84000,1,13000.0,84000.0
P00939,Cumbia,1059108,5000,Arena,Platea Alta,35000,43700,15,Jueves,No,Si,1.0,2.0,68000,1,10000.0,68000.0
P00827,Electronica,778292,3300,Teatro,Platea Alta,33000,39100,15,Sabado,No,No,2.0,7.0,62000,1,9000.0,62000.0
P00124,Pop internacional,1096375,3300,Teatro,Campo,41000,51200,14,Martes,No,Si,2.0,2.0,65000,1,10000.0,65000.0
P01392,Trap,4246280,15000,Arena,Campo,54000,64300,9,Viernes,No,No,1.0,1.0,113000,1,17000.0,113000.0
P00367,Rock nacional,35283159,45000,Estadio,Campo,54000,67100,37,Martes,No,No,2.0,,70000,1,10000.0,70000.0
P01325,Cumbia,60000000,45000,Estadio,Palco,167000,205800,10,Sabado,No,Si,3.0,8.0,298000,1,45000.0,298000.0
P01308,Trap,103433,1500,Club,general,22000,27400,21,Sabado,No,Si,6.0,8.0,38000,1,6000.0,38000.0
P00317,Indie,1356723,5000,Arena,Campo,46000,56800,2,Sabado,Si,Si,3.0,5.0,48000,1,7000.0,48000.0
P00821,Rock nacional,117483,1500,Club,Campo,43000,53600,18,Miercoles,No,No,2.0,7.0,60000,1,9000.0,60000.0
P00696,Electronica,9024856,25000,Estadio,Campo,53000,65900,26,Sabado,No,Si,2.0,1.0,86000,1,13000.0,86000.0
P00842,Electronica,2004397,5000,Arena,General,24000,29100,30,Jueves,No,No,2.0,8.0,22000,1,3000.0,22000.0
P01391,Rock nacional,111161,1100,Club,Platea Alta,28000,33900,29,Viernes,No,Si,2.0,8.0,41000,1,6000.0,41000.0
P01035,Pop internacional,3056743,25000,Estadio,Platea Alta,45000,54700,15,Jueves,Si,Si,1.0,3.0,101000,1,15000.0,101000.0
P00072,Trap,337498,5000,Arena,Palco,131000,154600,2,Viernes,No,Si,2.0,1.0,144000,1,22000.0,144000.0
P01268,Electronica,534191,5000,Arena,Campo,44000,51400,21,Viernes,Si,No,2.0,4.0,100000,1,15000.0,100000.0
P00526,Cumbia,3380813,15000,Arena,Platea Baja,65000,80500,1,Miercoles,No,Si,3.0,3.0,51000,1,8000.0,51000.0
P00514,Indie,184339,1500,Club,General,22000,26500,12,Jueves,No,No,,4.0,38000,1,6000.0,38000.0
P01297,Cumbia,219581,1500,Club,Palco,113000,134300,21,Viernes,No,Si,1.0,7.0,188000,1,28000.0,188000.0
P00871,Pop internacional,2700833,25000,Estadio,GENERAL,28000,33800,22,Miercoles,No,No,2.0,3.0,38000,1,6000.0,38000.0
P00221,Trap,1595593,5000,Arena,Platea Alta,41000,50600,3,Domingo,No,No,2.0,2.0,53000,1,8000.0,53000.0
P01211,Trap,60000000,84000,Estadio,Platea Baja,79000,98000,2,Jueves,Si,No,2.0,6.0,120000,1,18000.0,120000.0
P00733,Pop internacional,9286892,15000,Arena,palco,148000,171400,12,Viernes,Si,Si,3.0,8.0,362000,1,54000.0,362000.0
P00817,Indie,12143824,25000,Estadio,Campo,60000,73200,24,Jueves,Si,No,2.0,6.0,126000,1,19000.0,126000.0
P00630,Trap,153816,3300,Teatro,Platea Baja,58000,67400,6,Viernes,No,Si,2.0,3.0,112000,1,17000.0,112000.0
P00086,Rock nacional,3486731,8400,Arena,General,25000,29700,3,Sabado,No,Si,1.0,6.0,34000,1,5000.0,34000.0
P00268,Rock nacional,95944,1100,Club,General,19000,23200,24,Domingo,No,Si,6.0,8.0,26000,1,4000.0,26000.0
P01150,Rock nacional,2280202,15000,Arena,Pl. Baja,75000,91500,6,Sabado,No,Si,3.0,8.0,110000,1,16000.0,110000.0
P00924,Rock nacional,16990021,45000,Estadio,Campo,60000,70900,45,Miercoles,No,Si,2.0,7.0,74000,1,11000.0,74000.0
P00300,Pop internacional,7645215,15000,Arena,General,31000,37100,25,Martes,No,Si,4.0,6.0,53000,1,8000.0,53000.0
P00862,Rock nacional,1402441,15000,Arena,campo,55000,66700,8,Jueves,Si,Si,2.0,3.0,149000,1,22000.0,149000.0
P00857,Rock nacional,21104208,45000,Estadio,Platea Baja,72000,86600,1,Viernes,No,Si,2.0,1.0,83000,1,12000.0,83000.0
P00636,Trap,9665507,45000,Estadio,Platea Alta,49000,60200,26,Domingo,No,No,6.0,3.0,60000,1,9000.0,60000.0
P00505,Pop internacional,232958,1100,Club,General,22000,27100,13,Sabado,No,No,1.0,8.0,42000,1,6000.0,42000.0
P00896,Trap,14300317,25000,Estadio,Platea Alta,45000,54900,23,Sabado,Si,No,3.0,2.0,112000,1,17000.0,112000.0
P00432,Pop internacional,55832,1100,Club,Platea Alta,27000,33500,10,Viernes,No,No,3.0,6.0,40000,1,6000.0,40000.0
P00729,Rock nacional,1288952,8400,Arena,Platea Baja,55000,63800,33,Sabado,Si,Si,1.0,3.0,87000,1,13000.0,87000.0
P00081,Cumbia,573143,3300,Teatro,platea baja,62000,71700,3,Sabado,No,Si,2.0,,73000,1,11000.0,73000.0
P00622,Trap,30133051,25000,Estadio,campo,61000,74300,21,Lunes,Si,No,2.0,1.0,128000,1,19000.0,128000.0
P00967,Rock nacional,2031799,8400,Arena,Campo,49000,56900,15,Viernes,No,No,1.0,1.0,87000,1,13000.0,87000.0
P00507,Trap,1909733,5000,Arena,general,26000,30700,7,Viernes,No,Si,1.0,7.0,55000,1,8000.0,55000.0
P00553,Indie,610446,5000,Arena,Platea Baja,58000,67900,8,Martes,No,Si,2.0,3.0,82000,1,12000.0,82000.0
P00712,Cumbia,60000000,84000,Estadio,Platea Alta,51000,60100,21,Jueves,Si,No,4.0,1.0,81000,1,12000.0,81000.0
P01299,Cumbia,9148554,15000,Arena,Campo,52000,63100,24,Miercoles,No,No,2.0,2.0,76000,1,11000.0,76000.0
P00813,Cumbia,28185940,84000,Estadio,Platea Baja,78000,92800,3,Domingo,No,Si,6.0,6.0,91000,1,14000.0,91000.0
P01014,Rock nacional,19577005,45000,Estadio,PLATEA BAJA,73000,90700,11,Jueves,No,Si,6.0,2.0,124000,1,19000.0,124000.0
P00447,Trap,8127727,15000,Arena,PALCO,146000,181100,38,Viernes,No,No,1.0,6.0,214000,1,32000.0,214000.0
P01259,Electronica,4544302,8400,Arena,General,29000,33900,0,Sabado,No,No,2.0,4.0,26000,1,4000.0,26000.0
P01240,Electronica,517465,8400,Arena,General,24000,27700,13,Viernes,No,Si,1.0,2.0,41000,1,6000.0,41000.0
P00799,Indie,111865,1500,Club,Campo,42000,48500,3,Viernes,No,Si,1.0,1.0,54000,1,8000.0,54000.0
P00600,Indie,253212,1100,Club,Platea Baja,46000,55200,2,Domingo,No,No,1.0,6.0,28000,1,4000.0,28000.0
P00613,Rock nacional,11868830,25000,Estadio,General,32000,38000,14,Domingo,Si,Si,3.0,2.0,70000,1,10000.0,70000.0
P01123,Rock nacional,21497821,45000,Estadio,Platea Alta,47000,58100,3,Jueves,No,Si,3.0,2.0,74000,1,11000.0,74000.0
P00060,Rock nacional,35878737,25000,Estadio,Campo,64000,74800,24,Miercoles,No,Si,3.0,8.0,104000,1,16000.0,104000.0
P01082,Rock nacional,754818,5000,Arena,PLATEA ALTA,35000,42500,10,Jueves,No,No,1.0,3.0,55000,1,8000.0,55000.0
P00344,Indie,2027171,15000,Arena,Platea Baja,74000,87000,36,Sabado,No,No,2.0,2.0,97000,1,15000.0,97000.0
P00780,Trap,60000000,84000,Estadio,Platea Baja,81000,96100,16,Sabado,No,Si,,5.0,132000,1,20000.0,132000.0
P00122,Rock nacional,10808185,45000,Estadio,Platea Alta,53000,61600,26,Sabado,Si,Si,3.0,1.0,109000,1,16000.0,109000.0
P00214,Electronica,475070,5000,Arena,Platea Alta,34000,40000,7,Viernes,No,Si,1.0,3.0,63000,1,9000.0,63000.0
P00546,Pop internacional,924748,8400,Arena,Campo,44000,54100,5,Sabado,No,Si,3.0,,73000,1,11000.0,73000.0
P00837,Rock nacional,9536126,25000,Estadio,platea baja,75000,91700,9,Viernes,No,Si,2.0,6.0,142000,1,21000.0,142000.0
P00029,Indie,557731,5000,Arena,General,28000,34100,4,Miercoles,No,Si,2.0,4.0,35000,1,5000.0,35000.0
P01266,Trap,416150,3300,Teatro,Platea Baja,56000,67700,21,Domingo,Si,Si,2.0,8.0,128000,1,19000.0,128000.0
P00803,Trap,4538896,25000,Estadio,General,31000,38600,23,Miercoles,No,No,4.0,1.0,45000,1,7000.0,45000.0
P00907,Pop internacional,149429,1100,Club,Campo,40000,47800,11,Domingo,No,Si,3.0,1.0,69000,1,10000.0,69000.0
P00428,Trap,62108,1100,Club,Platea Baja,45000,54800,13,Viernes,No,No,1.0,2.0,74000,1,11000.0,74000.0
P00413,Electronica,19672106,45000,Estadio,CAMPO,72000,87800,5,Sabado,No,Si,3.0,4.0,110000,1,16000.0,110000.0
P00259,Trap,60000000,84000,Estadio,Campo,60000,71900,20,Miercoles,No,Si,3.0,3.0,127000,1,19000.0,127000.0
P00166,Pop internacional,86670,1100,Club,Platea Baja,49000,61000,14,Lunes,No,Si,2.0,4.0,55000,1,8000.0,55000.0
P00464,Rock nacional,3741709,8400,Arena,Campo,51000,61100,23,Viernes,No,No,3.0,3.0,92000,1,14000.0,92000.0
P00359,Rock nacional,1160265,3300,Teatro,Campo,40000,49800,8,Domingo,No,No,1.0,2.0,64000,1,10000.0,64000.0
P01064,Pop internacional,10449425,25000,Estadio,Platea Alta,43000,50000,22,Lunes,Si,Si,3.0,8.0,87000,1,13000.0,87000.0
P00442,Trap,562923,5000,Arena,Platea Alta,38000,44500,12,Sabado,No,Si,1.0,2.0,68000,1,10000.0,68000.0
P01293,Rock nacional,674445,5000,Arena,Campo,42000,49300,13,Sabado,No,Si,4.0,4.0,58000,1,9000.0,58000.0
P01148,Trap,689623,5000,Arena,Campo,48000,58100,21,Viernes,No,No,1.0,7.0,73000,1,11000.0,73000.0
P00650,Indie,61136,1100,Club,Pl. Alta,33000,39100,10,Martes,No,Si,3.0,6.0,42000,1,6000.0,42000.0
P00248,Pop internacional,238530,1100,Club,Campo,41000,48000,16,Lunes,No,Si,1.0,3.0,68000,1,10000.0,68000.0
P00831,Cumbia,21983151,84000,Estadio,Platea Alta,52000,62600,33,Miercoles,No,Si,3.0,2.0,80000,1,12000.0,80000.0
P00391,Pop internacional,12003075,15000,Arena,Campo,59000,71300,5,Martes,Si,Si,4.0,5.0,129000,1,19000.0,129000.0
P00948,Rock nacional,164383,1500,Club,Platea Baja,46000,57300,42,Jueves,Si,Si,3.0,2.0,66000,1,10000.0,66000.0
P00073,Rock nacional,60000000,25000,Estadio,Platea Baja,70000,83000,17,Sabado,Si,Si,2.0,8.0,207000,1,31000.0,207000.0
P00137,Rock nacional,9556417,15000,Arena,Platea Baja,63000,74800,27,Jueves,No,Si,1.0,2.0,109000,1,16000.0,109000.0
P00094,Indie,12574443,25000,Estadio,General,29000,34000,13,Sabado,No,No,1.0,3.0,53000,1,8000.0,53000.0
P00294,Rock nacional,494058,5000,Arena,Campo,46000,53200,11,Lunes,No,No,2.0,8.0,70000,1,10000.0,70000.0
P00476,Rock nacional,4529682,25000,Estadio,Campo,60000,73400,6,Sabado,Si,No,2.0,8.0,136000,1,20000.0,136000.0
P00009,Cumbia,4000136,15000,Arena,Palco,150000,182000,27,Viernes,No,Si,2.0,7.0,220000,1,33000.0,220000.0
P00182,Pop internacional,4101250,15000,Arena,Campo,49000,60400,0,Martes,No,Si,2.0,1.0,38000,1,6000.0,38000.0
P00595,Trap,251786,1500,Club,Palco,110000,133900,55,Sabado,No,No,2.0,3.0,114000,1,17000.0,114000.0
P00339,Rock nacional,41937321,84000,Estadio,Platea Baja,80000,98000,14,Domingo,Si,Si,2.0,4.0,168000,1,25000.0,168000.0
P00141,Trap,3853954,8400,Arena,General,26000,31400,33,Viernes,No,Si,2.0,8.0,48000,1,7000.0,48000.0
P00629,Pop internacional,51118817,84000,Estadio,Platea Baja,79000,98700,29,Viernes,No,No,2.0,8.0,158000,1,24000.0,158000.0
P00036,Rock nacional,28996898,84000,Estadio,Palco,178000,213800,26,Domingo,No,No,1.0,6.0,353000,1,53000.0,353000.0
P00304,Rock nacional,1889944,8400,Arena,Campo,48000,56300,46,Viernes,Si,Si,2.0,2.0,74000,1,11000.0,74000.0
P00055,Rock nacional,1905113,5000,Arena,Platea Baja,58000,71400,4,Viernes,No,Si,2.0,1.0,86000,1,13000.0,86000.0
P01096,Indie,500605,3300,Teatro,platea baja,56000,70000,16,Viernes,No,Si,3.0,6.0,98000,1,15000.0,98000.0
P01103,Rock nacional,290612,3300,Teatro,Platea Alta,35000,42800,45,Jueves,Si,Si,4.0,7.0,42000,1,6000.0,42000.0
P00797,Rock nacional,1758711,5000,Arena,Platea Alta,35000,41300,60,Sabado,No,Si,2.0,4.0,43000,1,6000.0,43000.0
P00316,Electronica,204693,1500,Club,Platea Baja,45000,55600,34,Jueves,No,Si,1.0,2.0,50000,1,8000.0,50000.0
P00647,Pop internacional,38045702,45000,Estadio,Campo,57000,71100,33,Jueves,Si,No,1.0,5.0,113000,1,17000.0,113000.0
P01321,Pop internacional,1656844,3300,Teatro,palco,119000,148700,2,Viernes,No,Si,2.0,5.0,143000,1,21000.0,143000.0
P00245,Rock nacional,125833,1500,Club,Platea Baja,47000,56100,18,Miercoles,No,No,2.0,1.0,80000,1,12000.0,80000.0
P00568,Trap,4735236,15000,Arena,CAMPO,58000,71500,9,Viernes,Si,Si,2.0,8.0,166000,1,25000.0,166000.0
P00892,Trap,3478573,8400,Arena,Platea Alta,41000,49100,14,Sabado,No,Si,1.0,4.0,85000,1,13000.0,85000.0
P00518,Rock nacional,2958559,8400,Arena,campo,50000,61600,0,Miercoles,No,Si,2.0,6.0,33000,1,5000.0,33000.0
P00208,Indie,248786,1500,Club,Platea Baja,49000,59500,15,Jueves,No,No,3.0,4.0,61000,1,9000.0,61000.0
P01397,Indie,362952,1500,Club,Platea Alta,34000,41200,11,Sabado,No,No,2.0,4.0,52000,1,8000.0,52000.0
P00524,Rock nacional,2900178,8400,Arena,Campo,48000,59900,14,Domingo,Si,Si,4.0,7.0,122000,1,18000.0,122000.0
P01170,Electronica,2507881,8400,Arena,Palco,134000,165100,4,Sabado,No,Si,2.0,1.0,200000,1,30000.0,200000.0
P01353,Pop internacional,337196,5000,Arena,campo,38000,47000,1,Viernes,No,Si,2.0,5.0,39000,1,6000.0,39000.0
P01303,Rock nacional,11395773,45000,Estadio,Platea Alta,46000,53200,15,Jueves,No,No,6.0,2.0,75000,1,11000.0,75000.0
P00313,Cumbia,8463703,8400,Arena,General,23000,27500,18,Martes,No,No,2.0,3.0,41000,1,6000.0,41000.0
P00296,Trap,7332327,8400,Arena,Platea Baja,62000,73800,24,Sabado,No,No,4.0,4.0,92000,1,14000.0,92000.0
P00881,Rock nacional,533722,5000,Arena,General,23000,26600,29,Sabado,Si,No,2.0,3.0,44000,1,7000.0,44000.0
P00396,Indie,3721119,15000,Arena,Platea Alta,46000,55700,25,Sabado,No,Si,3.0,3.0,77000,1,12000.0,77000.0
P00565,Rock nacional,948463,5000,Arena,PLATEA BAJA,54000,63700,12,Domingo,No,Si,2.0,2.0,93000,1,14000.0,93000.0
P00420,Trap,1291697,8400,Arena,Campo,44000,54700,3,Sabado,No,Si,1.0,5.0,64000,1,10000.0,64000.0
P00910,Trap,60000000,84000,Estadio,platea baja,75000,86700,20,Sabado,Si,Si,2.0,2.0,189000,1,28000.0,189000.0
P01305,Rock nacional,60000000,84000,Estadio,General,40000,49100,3,Martes,Si,Si,1.0,7.0,81000,1,12000.0,81000.0
P00653,Pop internacional,2206721,8400,Arena,Platea Baja,57000,66300,2,Martes,No,Si,2.0,3.0,71000,1,11000.0,71000.0
P00716,Trap,1049848,8400,Arena,Campo,53000,63200,10,Miercoles,No,Si,1.0,2.0,104000,1,16000.0,104000.0
P01357,Trap,389772,3300,Teatro,Platea Alta,30000,36500,7,Domingo,No,No,1.0,7.0,42000,1,6000.0,42000.0
P01098,Electronica,50000,1100,Club,PLATEA BAJA,49000,59200,12,Martes,No,Si,2.0,2.0,70000,1,10000.0,70000.0
P00839,Rock nacional,9291450,15000,Arena,Pl. Alta,40000,46300,10,Jueves,No,Si,4.0,6.0,84000,1,13000.0,84000.0
P00576,Electronica,187415,1500,Club,Palco,113000,136200,3,Sabado,No,No,1.0,5.0,150000,1,22000.0,150000.0
P00177,Pop internacional,8983862,25000,Estadio,Platea Alta,51000,60800,31,Domingo,No,No,2.0,1.0,95000,1,14000.0,95000.0
P00688,Pop internacional,391749,5000,Arena,Platea Baja,68000,84600,18,Jueves,Si,Si,2.0,3.0,170000,1,26000.0,170000.0
P01209,Trap,641558,3300,Teatro,Campo,47000,56900,1,Sabado,No,Si,3.0,3.0,40000,1,6000.0,40000.0
P00525,Pop internacional,638513,3300,Teatro,General,23000,28200,42,Domingo,No,Si,2.0,5.0,25000,1,4000.0,25000.0
P00427,Cumbia,760713,3300,Teatro,Platea Baja,56000,66900,30,Sabado,No,Si,2.0,1.0,88000,1,13000.0,88000.0
P00666,Trap,95923,1100,Club,Platea Baja,50000,58100,0,Sabado,No,Si,3.0,6.0,34000,1,5000.0,34000.0
P00484,Trap,2512185,5000,Arena,General,27000,32300,1,Lunes,Si,Si,2.0,4.0,37000,1,6000.0,37000.0
P00371,Cumbia,1011436,5000,Arena,Platea Alta,39000,45800,15,Domingo,No,Si,2.0,3.0,68000,1,10000.0,68000.0
P00632,Trap,2441061,8400,Arena,platea alta,36000,43000,21,Martes,No,Si,1.0,6.0,67000,1,10000.0,67000.0
P01032,Rock nacional,5084044,8400,Arena,Palco,156000,184600,14,Viernes,No,No,2.0,7.0,294000,1,44000.0,294000.0
P00665,Indie,9002060,84000,Estadio,Campo,65000,79400,0,Sabado,No,Si,2.0,1.0,52000,1,8000.0,52000.0
P00251,Rock nacional,30384511,84000,Estadio,Platea Baja,73000,84800,39,Domingo,No,Si,1.0,7.0,91000,1,14000.0,91000.0
P00998,Cumbia,199970,1500,Club,Platea Alta,30000,36500,9,Martes,No,Si,,4.0,45000,1,7000.0,45000.0
P00627,Rock nacional,441999,3300,Teatro,Platea Baja,55000,63500,12,Miercoles,No,No,2.0,,94000,1,14000.0,94000.0
P00163,Rock nacional,324109,1500,Club,Palco,115000,141900,33,Viernes,No,Si,1.0,6.0,140000,1,21000.0,140000.0
P00775,Trap,678798,3300,Teatro,Platea Baja,60000,70700,3,Miercoles,No,No,1.0,2.0,90000,1,14000.0,90000.0
P00927,Rock nacional,255337,1100,Club,Platea Alta,30000,36900,20,Sabado,No,Si,6.0,1.0,41000,1,6000.0,41000.0
P00756,Rock nacional,236934,1100,Club,platea baja,51000,60000,42,Sabado,No,Si,1.0,5.0,53000,1,8000.0,53000.0
P00353,Trap,50000,1100,Club,Platea Baja,44000,50700,19,Viernes,No,No,2.0,8.0,70000,1,10000.0,70000.0
P01276,Electronica,12772547,15000,Arena,palco,163000,194800,12,Sabado,No,No,,,307000,1,46000.0,307000.0
P01232,Electronica,16107813,84000,Estadio,Campo,60000,74800,28,Viernes,Si,No,3.0,6.0,127000,1,19000.0,127000.0
P01140,Indie,2775302,3300,Teatro,General,25000,29300,4,Viernes,No,Si,2.0,8.0,37000,1,6000.0,37000.0
P00748,Electronica,130613,1100,Club,Platea Baja,52000,60800,31,Sabado,Si,No,2.0,5.0,75000,1,11000.0,75000.0
P00768,Rock nacional,27313191,45000,Estadio,CAMPO,57000,68300,13,Domingo,Si,Si,3.0,1.0,183000,1,27000.0,183000.0
P00229,Electronica,2413586,8400,Arena,Campo,46000,53500,14,Domingo,No,Si,2.0,6.0,67000,1,10000.0,67000.0
P01378,Pop internacional,4312900,15000,Arena,Platea Baja,57000,70600,15,Jueves,No,Si,3.0,5.0,106000,1,16000.0,106000.0
P01307,Indie,412011,3300,Teatro,Platea Baja,60000,73200,29,Viernes,No,Si,2.0,8.0,90000,1,14000.0,90000.0
P00932,Pop internacional,4213787,15000,Arena,Platea Alta,45000,52100,2,Domingo,No,No,1.0,4.0,59000,1,9000.0,59000.0
P01332,Rock nacional,3838570,25000,Estadio,Platea Alta,47000,58700,7,Viernes,No,Si,1.0,,84000,1,13000.0,84000.0
P01324,Rock nacional,7704645,15000,Arena,general,28000,34000,31,Miercoles,No,Si,1.0,1.0,27000,1,4000.0,27000.0
P00327,Cumbia,467050,3300,Teatro,General,25000,29300,19,Viernes,No,Si,4.0,5.0,31000,1,5000.0,31000.0
P01237,Indie,2506910,8400,Arena,General,31000,37800,18,Viernes,No,Si,2.0,1.0,60000,1,9000.0,60000.0
P00781,Pop internacional,3210362,15000,Arena,CAMPO,45000,55000,1,Viernes,No,Si,2.0,7.0,42000,1,6000.0,42000.0
P00569,Rock nacional,2237568,15000,Arena,PLATEA ALTA,44000,51200,14,Jueves,Si,Si,1.0,7.0,111000,1,17000.0,111000.0
P00824,Trap,22909613,15000,Arena,Campo,55000,66400,1,Viernes,No,Si,2.0,3.0,71000,1,11000.0,71000.0
P01060,Rock nacional,1130891,5000,Arena,Campo,52000,61600,11,Jueves,Si,Si,1.0,7.0,142000,1,21000.0,142000.0
P01100,Pop internacional,75530,1100,Club,Platea Alta,29000,36200,35,Sabado,No,No,2.0,4.0,27000,1,4000.0,27000.0
P00350,Rock nacional,11215927,25000,Estadio,Platea Baja,71000,81900,0,Viernes,No,Si,2.0,7.0,60000,1,9000.0,60000.0
P01058,Trap,2637839,15000,Arena,Campo,52000,61500,3,Viernes,No,Si,3.0,3.0,78000,1,12000.0,78000.0
P00306,Trap,395063,3300,Teatro,Campo,44000,53700,4,Domingo,No,Si,1.0,4.0,51000,1,8000.0,51000.0
P00389,Trap,954214,8400,Arena,Campo,47000,55500,2,Sabado,Si,No,1.0,8.0,67000,1,10000.0,67000.0
P00785,Trap,333906,3300,Teatro,General,24000,28100,17,Viernes,No,No,1.0,5.0,46000,1,7000.0,46000.0
P01236,Trap,120732,1500,Club,Platea Alta,29000,35400,30,Jueves,Si,Si,2.0,5.0,63000,1,9000.0,63000.0
P01228,Trap,75579,1500,Club,Palco,113000,132100,14,Sabado,Si,Si,2.0,8.0,278000,1,42000.0,278000.0
P01051,Pop internacional,89508,1100,Club,Platea Alta,33000,38900,2,Viernes,No,No,2.0,7.0,42000,1,6000.0,42000.0
P00202,Rock nacional,5207966,15000,Arena,Platea Baja,70000,84200,2,Martes,Si,Si,6.0,3.0,108000,1,16000.0,108000.0
P00829,Trap,45595196,45000,Estadio,Campo,58000,70600,33,Jueves,No,Si,4.0,5.0,90000,1,14000.0,90000.0
P00913,Cumbia,7558374,25000,Estadio,Platea Baja,69000,82300,1,Domingo,No,No,4.0,3.0,47000,1,7000.0,47000.0
P00833,Trap,1807617,5000,Arena,Platea Alta,37000,44100,5,Sabado,No,No,6.0,8.0,44000,1,7000.0,44000.0
P00909,Trap,562767,3300,Teatro,Platea Baja,53000,63300,22,Sabado,No,No,2.0,2.0,80000,1,12000.0,80000.0
P00332,Trap,6025003,45000,Estadio,Campo,68000,83300,39,Jueves,No,Si,3.0,1.0,88000,1,13000.0,88000.0
P01255,Trap,69115,1100,Club,Campo,36000,43500,3,Miercoles,No,Si,1.0,7.0,47000,1,7000.0,47000.0
P00061,Cumbia,2351619,8400,Arena,Platea Baja,58000,72000,22,Viernes,No,No,4.0,7.0,86000,1,13000.0,86000.0
P01257,Trap,4021619,8400,Arena,Platea Baja,63000,77200,25,Miercoles,No,Si,2.0,2.0,107000,1,16000.0,107000.0
P00013,Rock nacional,2137551,15000,Arena,Platea Baja,64000,77500,8,Viernes,No,No,2.0,3.0,153000,1,23000.0,153000.0
P00646,Cumbia,1244295,8400,Arena,Platea Baja,65000,77800,5,Sabado,Si,Si,2.0,3.0,110000,1,16000.0,110000.0
P00405,Trap,180090,1100,Club,Campo,38000,46800,3,Miercoles,No,Si,2.0,2.0,49000,1,7000.0,49000.0
P00499,Pop internacional,61104,1100,Club,Platea Baja,47000,55200,12,Sabado,No,Si,1.0,6.0,99000,1,15000.0,99000.0
P00584,Electronica,2103741,8400,Arena,Platea Baja,62000,74700,12,Martes,No,Si,2.0,7.0,89000,1,13000.0,89000.0
P00560,Pop internacional,1178976,8400,Arena,General,27000,32100,17,Viernes,No,Si,1.0,8.0,66000,1,10000.0,66000.0
P00235,Rock nacional,346501,5000,Arena,PLATEA ALTA,35000,41600,14,Sabado,No,Si,4.0,4.0,64000,1,10000.0,64000.0
